protein.key_protein.Accession,protein.Description,protein.ngramOnColumn -> EmillyBowler_KOGSK_Rep1_001_Merged_Spectrum_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_KOGSK_Rep2_Merged_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_KOGSK_Rep3_001_Merged_Spectrum_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_WT_Rep1_001_Merged_Spectrum_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_WT_Rep2_001_Merged_Spectrum_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_WT_Rep3_001_Merged_Spectrum_IA_final_protein,Present_NumFiles
12472_PACE1_HUMAN,Protein-associating with the carboxyl-terminal domain of ezrin OS=Homo sapiens GN=SCYL3 PE=1 SV=3,NaN,NaN,NaN,0.2331,NaN,NaN,1
9695_LRSM1_HUMAN,E3 ubiquitin-protein ligase LRSAM1 OS=Homo sapiens GN=LRSAM1 PE=1 SV=1,NaN,NaN,NaN,NaN,0.4008,NaN,1
4276_DACH1_HUMAN,Dachshund homolog 1 OS=Homo sapiens GN=DACH1 PE=1 SV=3,NaN,NaN,NaN,0.2823,NaN,NaN,1
15653_SESD1_HUMAN,SEC14 domain and spectrin repeat-containing protein 1 OS=Homo sapiens GN=SESTD1 PE=1 SV=2,NaN,NaN,NaN,1.1607,NaN,NaN,1
596_AIMP2_HUMAN,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Homo sapiens GN=AIMP2 PE=1 SV=2,NaN,NaN,NaN,NaN,0.3268,NaN,1
18826_VGFR3_HUMAN,Vascular endothelial growth factor receptor 3 OS=Homo sapiens GN=FLT4 PE=1 SV=3,NaN,NaN,NaN,5.0813,NaN,NaN,1
10112_MCL1_HUMAN,Induced myeloid leukemia cell differentiation protein Mcl-1 OS=Homo sapiens GN=MCL1 PE=1 SV=3,1.2883,NaN,NaN,NaN,NaN,NaN,1
2014_CACL1_HUMAN,CDK2-associated and cullin domain-containing protein 1 OS=Homo sapiens GN=CACUL1 PE=1 SV=1,5.9243,NaN,NaN,NaN,NaN,NaN,1
7162_GRM6_HUMAN,Metabotropic glutamate receptor 6 OS=Homo sapiens GN=GRM6 PE=1 SV=2,NaN,0.3687,NaN,NaN,NaN,NaN,1
13933_PYC_HUMAN,Pyruvate carboxylase_ mitochondrial OS=Homo sapiens GN=PC PE=1 SV=2,8.7991,NaN,NaN,NaN,NaN,NaN,1
10741_MTO1_HUMAN,Protein MTO1 homolog_ mitochondrial OS=Homo sapiens GN=MTO1 PE=1 SV=2,NaN,0.0850,NaN,NaN,NaN,NaN,1
15847_SIAT6_HUMAN,CMP-N-acetylneuraminate-beta-1_4-galactoside alpha-2_3-sialyltransferase OS=Homo sapiens GN=ST3GAL3 PE=1 SV=1,2.7467,NaN,NaN,NaN,NaN,NaN,1
15321_S61A2_HUMAN,Protein transport protein Sec61 subunit alpha isoform 2 OS=Homo sapiens GN=SEC61A2 PE=2 SV=3,NaN,NaN,NaN,NaN,0.3852,NaN,1
18269_TSYL5_HUMAN,Testis-specific Y-encoded-like protein 5 OS=Homo sapiens GN=TSPYL5 PE=1 SV=2,NaN,0.0572,NaN,NaN,NaN,NaN,1
17944_TPC6B_HUMAN,Trafficking protein particle complex subunit 6B OS=Homo sapiens GN=TRAPPC6B PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,0.1589,1
2094_CAN11_HUMAN,Calpain-11 OS=Homo sapiens GN=CAPN11 PE=1 SV=2,NaN,0.1925,NaN,NaN,NaN,NaN,1
6944_GOSR1_HUMAN,Golgi SNAP receptor complex member 1 OS=Homo sapiens GN=GOSR1 PE=1 SV=1,NaN,1.1768,NaN,NaN,NaN,NaN,1
10870_MYO5C_HUMAN,Unconventional myosin-Vc OS=Homo sapiens GN=MYO5C PE=1 SV=2,NaN,NaN,NaN,NaN,5.3586,NaN,1
16848_SYT15_HUMAN,Synaptotagmin-15 OS=Homo sapiens GN=SYT15 PE=2 SV=3,NaN,NaN,NaN,NaN,NaN,0.4771,1
3627_COX15_HUMAN,Cytochrome c oxidase assembly protein COX15 homolog OS=Homo sapiens GN=COX15 PE=1 SV=1,NaN,NaN,NaN,NaN,0.7916,NaN,1
3719_CP4FC_HUMAN,Cytochrome P450 4F12 OS=Homo sapiens GN=CYP4F12 PE=1 SV=2,NaN,0.0638,NaN,NaN,NaN,NaN,1
15417_SC11B_HUMAN,Putative signal peptidase complex catalytic subunit SEC11B OS=Homo sapiens GN=SEC11B PE=5 SV=1,NaN,NaN,NaN,0.0866,NaN,NaN,1
2110_CAND2_HUMAN,Cullin-associated NEDD8-dissociated protein 2 OS=Homo sapiens GN=CAND2 PE=1 SV=3,NaN,NaN,NaN,NaN,NaN,1.8175,1
15614_SEN54_HUMAN,tRNA-splicing endonuclease subunit Sen54 OS=Homo sapiens GN=TSEN54 PE=1 SV=3,NaN,NaN,NaN,NaN,NaN,2.8209,1
17079_TBATA_HUMAN,Protein TBATA OS=Homo sapiens GN=TBATA PE=2 SV=3,NaN,NaN,2.6748,NaN,NaN,NaN,1
12083_OR2G3_HUMAN,Olfactory receptor 2G3 OS=Homo sapiens GN=OR2G3 PE=2 SV=1,NaN,NaN,0.0512,NaN,NaN,NaN,1
20148_ZP2_HUMAN,Zona pellucida sperm-binding protein 2 OS=Homo sapiens GN=ZP2 PE=2 SV=1,NaN,0.0267,NaN,NaN,NaN,NaN,1
12_1A03_HUMAN,HLA class I histocompatibility antigen_ A-3 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,0.1556,1
17928_TP8L2_HUMAN,Tumor necrosis factor alpha-induced protein 8-like protein 2 OS=Homo sapiens GN=TNFAIP8L2 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,0.3028,1
19418_ZAR1L_HUMAN,ZAR1-like protein OS=Homo sapiens GN=ZAR1L PE=2 SV=2,0.1155,NaN,NaN,NaN,NaN,NaN,1
4330_DBF4B_HUMAN,Protein DBF4 homolog B OS=Homo sapiens GN=DBF4B PE=1 SV=1,NaN,NaN,NaN,0.4977,NaN,NaN,1
10804_MYBA_HUMAN,Myb-related protein A OS=Homo sapiens GN=MYBL1 PE=1 SV=2,NaN,NaN,NaN,0.6755,NaN,NaN,1
4887_DSCR9_HUMAN,Down syndrome critical region protein 9 OS=Homo sapiens GN=DSCR9 PE=2 SV=1,NaN,NaN,0.0180,NaN,NaN,NaN,1
16320_SPG21_HUMAN,Maspardin OS=Homo sapiens GN=SPG21 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,0.6846,1
15075_RWDD4_HUMAN,RWD domain-containing protein 4 OS=Homo sapiens GN=RWDD4 PE=1 SV=3,NaN,NaN,0.1725,NaN,NaN,NaN,1
19986_ZN728_HUMAN,Zinc finger protein 728 OS=Homo sapiens GN=ZNF728 PE=3 SV=1,NaN,NaN,NaN,NaN,1.9061,NaN,1
7269_GULP1_HUMAN,PTB domain-containing engulfment adapter protein 1 OS=Homo sapiens GN=GULP1 PE=1 SV=1,NaN,NaN,NaN,NaN,1.1201,NaN,1
14378_RFTN2_HUMAN,Raftlin-2 OS=Homo sapiens GN=RFTN2 PE=2 SV=3,NaN,NaN,NaN,0.8528,NaN,NaN,1
6819_GLRA3_HUMAN,Glycine receptor subunit alpha-3 OS=Homo sapiens GN=GLRA3 PE=2 SV=2,NaN,NaN,NaN,NaN,NaN,0.6408,1
6292_FOXR2_HUMAN,Forkhead box protein R2 OS=Homo sapiens GN=FOXR2 PE=2 SV=1,6.5322,NaN,NaN,NaN,NaN,NaN,1
13810_PTCD1_HUMAN,Pentatricopeptide repeat-containing protein 1_ mitochondrial OS=Homo sapiens GN=PTCD1 PE=1 SV=2,NaN,NaN,NaN,0.4725,NaN,NaN,1
6244_FOPNL_HUMAN,LisH domain-containing protein FOPNL OS=Homo sapiens GN=FOPNL PE=1 SV=1,0.0307,NaN,NaN,NaN,NaN,NaN,1
17711_TMC5_HUMAN,Transmembrane channel-like protein 5 OS=Homo sapiens GN=TMC5 PE=2 SV=3,NaN,NaN,NaN,NaN,6.8813,NaN,1
18710_URAD_HUMAN,Putative 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase OS=Homo sapiens GN=URAD PE=5 SV=2,NaN,NaN,NaN,NaN,NaN,0.0306,1
17931_TPBGL_HUMAN,Trophoblast glycoprotein-like OS=Homo sapiens GN=TPBGL PE=3 SV=1,0.5423,NaN,NaN,NaN,NaN,NaN,1
3780_CQ062_HUMAN,Uncharacterized protein C17orf62 OS=Homo sapiens GN=C17orf62 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,0.7036,1
17564_TM121_HUMAN,Transmembrane protein 121 OS=Homo sapiens GN=TMEM121 PE=2 SV=1,NaN,NaN,NaN,0.0397,NaN,NaN,1
18160_TRPM2_HUMAN,Transient receptor potential cation channel subfamily M member 2 OS=Homo sapiens GN=TRPM2 PE=1 SV=2,NaN,5.5135,NaN,NaN,NaN,NaN,1
6472_GABR1_HUMAN,Gamma-aminobutyric acid type B receptor subunit 1 OS=Homo sapiens GN=GABBR1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,2.7465,1
15787_SHCBP_HUMAN,SHC SH2 domain-binding protein 1 OS=Homo sapiens GN=SHCBP1 PE=1 SV=3,NaN,NaN,NaN,NaN,11.9515,NaN,1
10350_MIEN1_HUMAN,Migration and invasion enhancer 1 OS=Homo sapiens GN=MIEN1 PE=1 SV=1,NaN,0.3717,NaN,NaN,NaN,NaN,1
6130_FHL1_HUMAN,Four and a half LIM domains protein 1 OS=Homo sapiens GN=FHL1 PE=1 SV=4,0.3182,NaN,NaN,NaN,NaN,NaN,1
3006_CHMP6_HUMAN,Charged multivesicular body protein 6 OS=Homo sapiens GN=CHMP6 PE=1 SV=3,NaN,NaN,NaN,0.2662,NaN,NaN,1
1646_BICD1_HUMAN,Protein bicaudal D homolog 1 OS=Homo sapiens GN=BICD1 PE=1 SV=3,5.8312,NaN,NaN,NaN,NaN,NaN,1
18511_UBE2T_HUMAN,Ubiquitin-conjugating enzyme E2 T OS=Homo sapiens GN=UBE2T PE=1 SV=1,0.3728,NaN,NaN,NaN,NaN,NaN,1
12672_PCDG3_HUMAN,Protocadherin gamma-A3 OS=Homo sapiens GN=PCDHGA3 PE=2 SV=2,NaN,NaN,NaN,NaN,0.5964,NaN,1
4939_DUS3L_HUMAN,tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like OS=Homo sapiens GN=DUS3L PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,2.2918,1
18292_TTC25_HUMAN,Tetratricopeptide repeat protein 25 OS=Homo sapiens GN=TTC25 PE=2 SV=2,NaN,NaN,NaN,NaN,NaN,13.3953,1
18771_VANG1_HUMAN,Vang-like protein 1 OS=Homo sapiens GN=VANGL1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,1.1772,1
10036_MAST2_HUMAN,Microtubule-associated serine/threonine-protein kinase 2 OS=Homo sapiens GN=MAST2 PE=1 SV=2,NaN,NaN,NaN,5.6064,NaN,NaN,1
7235_GTPB3_HUMAN,tRNA modification GTPase GTPBP3_ mitochondrial OS=Homo sapiens GN=GTPBP3 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,2.1728,1
6553_GATL3_HUMAN,GATS-like protein 3 OS=Homo sapiens GN=GATSL3 PE=2 SV=1,NaN,NaN,NaN,NaN,NaN,1.2964,1
2967_CHCH7_HUMAN,Coiled-coil-helix-coiled-coil-helix domain-containing protein 7 OS=Homo sapiens GN=CHCHD7 PE=1 SV=1,NaN,NaN,NaN,NaN,0.1518,NaN,1
7470_HERC4_HUMAN,Probable E3 ubiquitin-protein ligase HERC4 OS=Homo sapiens GN=HERC4 PE=1 SV=1,NaN,NaN,NaN,8.7555,NaN,NaN,1
9448_LIPI_HUMAN,Lipase member I OS=Homo sapiens GN=LIPI PE=1 SV=2,NaN,0.3850,NaN,NaN,NaN,NaN,1
5326_EOMES_HUMAN,Eomesodermin homolog OS=Homo sapiens GN=EOMES PE=1 SV=3,NaN,NaN,NaN,NaN,0.2022,NaN,1
14261_RD3L_HUMAN,Protein RD3-like OS=Homo sapiens GN=RD3L PE=4 SV=1,NaN,NaN,NaN,0.3148,NaN,NaN,1
16453_SRCAP_HUMAN,Helicase SRCAP OS=Homo sapiens GN=SRCAP PE=1 SV=3,NaN,NaN,NaN,NaN,NaN,30.3925,1
3512_CO7A1_HUMAN,Collagen alpha-1(VII) chain OS=Homo sapiens GN=COL7A1 PE=1 SV=2,NaN,NaN,NaN,34.3639,NaN,NaN,1
15313_S4A7_HUMAN,Sodium bicarbonate cotransporter 3 OS=Homo sapiens GN=SLC4A7 PE=1 SV=2,NaN,NaN,NaN,NaN,1.0083,NaN,1
20159_ZRAS1_HUMAN,Putative uncharacterized protein ZNRD1-AS1 OS=Homo sapiens GN=ZNRD1-AS1 PE=5 SV=1,NaN,NaN,0.1037,NaN,NaN,NaN,1
4612_DIP2B_HUMAN,Disco-interacting protein 2 homolog B OS=Homo sapiens GN=DIP2B PE=1 SV=3,NaN,NaN,NaN,7.6743,NaN,NaN,1
11055_NCF4_HUMAN,Neutrophil cytosol factor 4 OS=Homo sapiens GN=NCF4 PE=1 SV=2,NaN,NaN,NaN,0.2831,NaN,NaN,1
16334_SPIDR_HUMAN,DNA repair-scaffolding protein OS=Homo sapiens GN=SPIDR PE=1 SV=2,NaN,NaN,NaN,NaN,6.4322,NaN,1
5602_F150B_HUMAN,Protein FAM150B OS=Homo sapiens GN=FAM150B PE=2 SV=2,NaN,0.0184,NaN,NaN,NaN,NaN,1
8973_KMCP1_HUMAN,Kidney mitochondrial carrier protein 1 OS=Homo sapiens GN=SLC25A30 PE=2 SV=1,NaN,NaN,NaN,NaN,NaN,0.1935,1
15458_SCAF8_HUMAN,Protein SCAF8 OS=Homo sapiens GN=SCAF8 PE=1 SV=1,NaN,NaN,NaN,NaN,6.7585,NaN,1
19373_YX002_HUMAN,Putative uncharacterized protein LOC642776 OS=Homo sapiens PE=5 SV=2,NaN,NaN,NaN,NaN,NaN,0.4031,1
19668_ZN208_HUMAN,Zinc finger protein 208 OS=Homo sapiens GN=ZNF208 PE=2 SV=2,NaN,NaN,NaN,NaN,0.7084,NaN,1
8527_K1C26_HUMAN,Keratin_ type I cytoskeletal 26 OS=Homo sapiens GN=KRT26 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,0.2568,1
1232_ASND1_HUMAN,Asparagine synthetase domain-containing protein 1 OS=Homo sapiens GN=ASNSD1 PE=2 SV=2,2.5435,NaN,NaN,NaN,NaN,NaN,1
8844_KIF28_HUMAN,Kinesin-like protein KIF28P OS=Homo sapiens GN=KIF28P PE=3 SV=2,NaN,NaN,NaN,NaN,NaN,21.8085,1
4232_CYR61_HUMAN,Protein CYR61 OS=Homo sapiens GN=CYR61 PE=1 SV=1,NaN,1.4738,NaN,NaN,NaN,NaN,1
12798_PDLI3_HUMAN,PDZ and LIM domain protein 3 OS=Homo sapiens GN=PDLIM3 PE=1 SV=1,NaN,NaN,0.5736,NaN,NaN,NaN,1
18883_VP37A_HUMAN,Vacuolar protein sorting-associated protein 37A OS=Homo sapiens GN=VPS37A PE=1 SV=1,NaN,0.9323,NaN,NaN,NaN,NaN,1
2118_CAPR2_HUMAN,Caprin-2 OS=Homo sapiens GN=CAPRIN2 PE=1 SV=1,42.7045,NaN,NaN,NaN,NaN,NaN,1
9531_LOX5_HUMAN,Arachidonate 5-lipoxygenase OS=Homo sapiens GN=ALOX5 PE=1 SV=2,NaN,1.7637,NaN,NaN,NaN,NaN,1
1380_ATRAP_HUMAN,Type-1 angiotensin II receptor-associated protein OS=Homo sapiens GN=AGTRAP PE=1 SV=1,0.5904,NaN,NaN,NaN,NaN,NaN,1
17269_TEKT5_HUMAN,Tektin-5 OS=Homo sapiens GN=TEKT5 PE=2 SV=1,NaN,NaN,1.2953,NaN,NaN,NaN,1
5886_FABP9_HUMAN,Fatty acid-binding protein 9 OS=Homo sapiens GN=FABP9 PE=1 SV=1,NaN,NaN,NaN,NaN,0.0858,NaN,1
5529_EXOS8_HUMAN,Exosome complex component RRP43 OS=Homo sapiens GN=EXOSC8 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,0.8278,1
3328_CLN6_HUMAN,Ceroid-lipofuscinosis neuronal protein 6 OS=Homo sapiens GN=CLN6 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,0.6057,1
7368_HAUS6_HUMAN,HAUS augmin-like complex subunit 6 OS=Homo sapiens GN=HAUS6 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,1.1684,1
7448_HEM0_HUMAN,5-aminolevulinate synthase_ erythroid-specific_ mitochondrial OS=Homo sapiens GN=ALAS2 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,1.6125,1
11561_NRCAM_HUMAN,Neuronal cell adhesion molecule OS=Homo sapiens GN=NRCAM PE=1 SV=3,NaN,NaN,NaN,5.6115,NaN,NaN,1
14764_RNF25_HUMAN,E3 ubiquitin-protein ligase RNF25 OS=Homo sapiens GN=RNF25 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,2.4491,1
4112_CUBN_HUMAN,Cubilin OS=Homo sapiens GN=CUBN PE=1 SV=5,94.2079,NaN,NaN,NaN,NaN,NaN,1
19027_WDR60_HUMAN,WD repeat-containing protein 60 OS=Homo sapiens GN=WDR60 PE=1 SV=3,NaN,NaN,NaN,3.0141,NaN,NaN,1
13021_PI51B_HUMAN,Phosphatidylinositol 4-phosphate 5-kinase type-1 beta OS=Homo sapiens GN=PIP5K1B PE=1 SV=2,NaN,NaN,NaN,NaN,0.6014,NaN,1
14530_RIMB2_HUMAN,RIMS-binding protein 2 OS=Homo sapiens GN=RIMBP2 PE=1 SV=3,NaN,NaN,NaN,0.4790,NaN,NaN,1
13208_PLEK_HUMAN,Pleckstrin OS=Homo sapiens GN=PLEK PE=1 SV=3,1.5434,NaN,NaN,NaN,NaN,NaN,1
2138_CASC1_HUMAN,Protein CASC1 OS=Homo sapiens GN=CASC1 PE=2 SV=2,NaN,NaN,NaN,NaN,NaN,0.8908,1
16572_ST38L_HUMAN,Serine/threonine-protein kinase 38-like OS=Homo sapiens GN=STK38L PE=1 SV=3,NaN,NaN,0.8608,NaN,NaN,NaN,1
15889_SIR2_HUMAN,NAD-dependent protein deacetylase sirtuin-2 OS=Homo sapiens GN=SIRT2 PE=1 SV=2,NaN,NaN,NaN,0.0427,NaN,NaN,1
16640_STK31_HUMAN,Serine/threonine-protein kinase 31 OS=Homo sapiens GN=STK31 PE=2 SV=2,10.3185,NaN,NaN,NaN,NaN,NaN,1
3610_COR1A_HUMAN,Coronin-1A OS=Homo sapiens GN=CORO1A PE=1 SV=4,NaN,NaN,NaN,NaN,NaN,0.9050,1
3855_CRGA_HUMAN,Gamma-crystallin A OS=Homo sapiens GN=CRYGA PE=2 SV=3,NaN,NaN,NaN,NaN,NaN,0.6312,1
7657_HPLN1_HUMAN,Hyaluronan and proteoglycan link protein 1 OS=Homo sapiens GN=HAPLN1 PE=2 SV=2,4.1045,NaN,NaN,NaN,NaN,NaN,1
16751_SUZ12_HUMAN,Polycomb protein SUZ12 OS=Homo sapiens GN=SUZ12 PE=1 SV=3,NaN,NaN,NaN,NaN,NaN,2.5423,1
7144_GRIN1_HUMAN,G protein-regulated inducer of neurite outgrowth 1 OS=Homo sapiens GN=GPRIN1 PE=2 SV=2,NaN,NaN,NaN,NaN,NaN,13.5510,1
14325_RER1_HUMAN,Protein RER1 OS=Homo sapiens GN=RER1 PE=1 SV=1,1.7472,NaN,NaN,NaN,NaN,NaN,1
3010_CHP2_HUMAN,Calcineurin B homologous protein 2 OS=Homo sapiens GN=CHP2 PE=1 SV=3,NaN,NaN,NaN,0.0980,NaN,NaN,1
4842_DPYL4_HUMAN,Dihydropyrimidinase-related protein 4 OS=Homo sapiens GN=DPYSL4 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,1.1379,1
19081_WIPI3_HUMAN,WD repeat domain phosphoinositide-interacting protein 3 OS=Homo sapiens GN=WDR45B PE=2 SV=2,NaN,NaN,NaN,NaN,NaN,0.7039,1
1196_ASB3_HUMAN,Ankyrin repeat and SOCS box protein 3 OS=Homo sapiens GN=ASB3 PE=1 SV=1,0.0457,NaN,NaN,NaN,NaN,NaN,1
20_1A29_HUMAN,HLA class I histocompatibility antigen_ A-29 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=2,NaN,NaN,NaN,NaN,0.0110,NaN,1
9623_LRC58_HUMAN,Leucine-rich repeat-containing protein 58 OS=Homo sapiens GN=LRRC58 PE=1 SV=2,NaN,0.2138,NaN,NaN,NaN,NaN,1
4363_DCAM_HUMAN,S-adenosylmethionine decarboxylase proenzyme OS=Homo sapiens GN=AMD1 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,0.4390,1
12918_PGCB_HUMAN,Brevican core protein OS=Homo sapiens GN=BCAN PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,2.4968,1
19422_ZBED1_HUMAN,Zinc finger BED domain-containing protein 1 OS=Homo sapiens GN=ZBED1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,0.4394,1
6800_GLMN_HUMAN,Glomulin OS=Homo sapiens GN=GLMN PE=1 SV=2,NaN,0.2729,NaN,NaN,NaN,NaN,1
13803_PTAR1_HUMAN,Protein prenyltransferase alpha subunit repeat-containing protein 1 OS=Homo sapiens GN=PTAR1 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,7.2734,1
14783_RNH2B_HUMAN,Ribonuclease H2 subunit B OS=Homo sapiens GN=RNASEH2B PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,1.4209,1
19328_YQ014_HUMAN,Putative uncharacterized protein FLJ38447 OS=Homo sapiens PE=5 SV=3,NaN,NaN,NaN,NaN,NaN,0.0156,1
10507_MORC4_HUMAN,MORC family CW-type zinc finger protein 4 OS=Homo sapiens GN=MORC4 PE=1 SV=2,NaN,0.1201,NaN,NaN,NaN,NaN,1
8608_KBRS1_HUMAN,NF-kappa-B inhibitor-interacting Ras-like protein 1 OS=Homo sapiens GN=NKIRAS1 PE=1 SV=1,NaN,NaN,NaN,0.1750,NaN,NaN,1
9903_MAAI_HUMAN,Maleylacetoacetate isomerase OS=Homo sapiens GN=GSTZ1 PE=1 SV=3,NaN,0.1763,NaN,NaN,NaN,NaN,1
17123_TBCC_HUMAN,Tubulin-specific chaperone C OS=Homo sapiens GN=TBCC PE=1 SV=2,NaN,NaN,NaN,NaN,0.8375,NaN,1
14625_RLF_HUMAN,Zinc finger protein Rlf OS=Homo sapiens GN=RLF PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,10.4839,1
4888_DSEL_HUMAN,Dermatan-sulfate epimerase-like protein OS=Homo sapiens GN=DSEL PE=2 SV=2,NaN,NaN,NaN,NaN,NaN,3.0963,1
19844_ZN541_HUMAN,Zinc finger protein 541 OS=Homo sapiens GN=ZNF541 PE=2 SV=3,NaN,NaN,3.4247,NaN,NaN,NaN,1
9236_LAMB2_HUMAN,Laminin subunit beta-2 OS=Homo sapiens GN=LAMB2 PE=1 SV=2,NaN,NaN,NaN,1.2871,NaN,NaN,1
1284_AT2C2_HUMAN,Calcium-transporting ATPase type 2C member 2 OS=Homo sapiens GN=ATP2C2 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,35.2491,1
15498_SCN5A_HUMAN,Sodium channel protein type 5 subunit alpha OS=Homo sapiens GN=SCN5A PE=1 SV=2,NaN,NaN,NaN,4.1192,NaN,NaN,1
18560_UBP33_HUMAN,Ubiquitin carboxyl-terminal hydrolase 33 OS=Homo sapiens GN=USP33 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,2.3833,1
8023_IFT56_HUMAN,Intraflagellar transport protein 56 OS=Homo sapiens GN=TTC26 PE=2 SV=1,NaN,NaN,NaN,0.2139,NaN,NaN,1
18404_TYDP1_HUMAN,Tyrosyl-DNA phosphodiesterase 1 OS=Homo sapiens GN=TDP1 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,0.8411,1
4716_DNJB2_HUMAN,DnaJ homolog subfamily B member 2 OS=Homo sapiens GN=DNAJB2 PE=1 SV=3,NaN,NaN,1.0297,NaN,NaN,NaN,1
62_1B59_HUMAN,HLA class I histocompatibility antigen_ B-59 alpha chain OS=Homo sapiens GN=HLA-B PE=1 SV=1,0.0426,NaN,NaN,NaN,NaN,NaN,1
7160_GRM4_HUMAN,Metabotropic glutamate receptor 4 OS=Homo sapiens GN=GRM4 PE=1 SV=1,NaN,9.5383,NaN,NaN,NaN,NaN,1
11549_NR4A2_HUMAN,Nuclear receptor subfamily 4 group A member 2 OS=Homo sapiens GN=NR4A2 PE=1 SV=1,0.6079,NaN,NaN,NaN,NaN,NaN,1
1522_BAI3_HUMAN,Brain-specific angiogenesis inhibitor 3 OS=Homo sapiens GN=BAI3 PE=1 SV=2,NaN,NaN,11.6336,NaN,NaN,NaN,1
7352_HAIR_HUMAN,Lysine-specific demethylase hairless OS=Homo sapiens GN=HR PE=1 SV=5,NaN,NaN,NaN,1.9703,NaN,NaN,1
19752_ZN382_HUMAN,Zinc finger protein 382 OS=Homo sapiens GN=ZNF382 PE=2 SV=3,12.2689,NaN,NaN,NaN,NaN,NaN,1
19960_ZN692_HUMAN,Zinc finger protein 692 OS=Homo sapiens GN=ZNF692 PE=1 SV=1,NaN,NaN,NaN,0.5286,NaN,NaN,1
10040_MASU1_HUMAN,Mitochondrial assembly of ribosomal large subunit protein 1 OS=Homo sapiens GN=MALSU1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,0.0970,1
3736_CPLX2_HUMAN,Complexin-2 OS=Homo sapiens GN=CPLX2 PE=1 SV=2,0.0279,NaN,NaN,NaN,NaN,NaN,1
19128_WWP2_HUMAN,NEDD4-like E3 ubiquitin-protein ligase WWP2 OS=Homo sapiens GN=WWP2 PE=1 SV=2,NaN,NaN,NaN,0.2794,NaN,NaN,1
15917_SKIT1_HUMAN,Putative selection and upkeep of intraepithelial T-cells protein 1 homolog OS=Homo sapiens GN=SKINTL PE=5 SV=2,4.4831,NaN,NaN,NaN,NaN,NaN,1
15482_SCLY_HUMAN,Selenocysteine lyase OS=Homo sapiens GN=SCLY PE=1 SV=4,3.4564,NaN,NaN,NaN,NaN,NaN,1
14654_RM35_HUMAN,39S ribosomal protein L35_ mitochondrial OS=Homo sapiens GN=MRPL35 PE=1 SV=3,NaN,NaN,NaN,0.1450,NaN,NaN,1
4714_DNJA4_HUMAN,DnaJ homolog subfamily A member 4 OS=Homo sapiens GN=DNAJA4 PE=1 SV=1,NaN,NaN,NaN,0.5117,NaN,NaN,1
7192_GSDMD_HUMAN,Gasdermin-D OS=Homo sapiens GN=GSDMD PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,0.8045,1
10806_MYBPH_HUMAN,Myosin-binding protein H OS=Homo sapiens GN=MYBPH PE=1 SV=4,NaN,0.1730,NaN,NaN,NaN,NaN,1
979_APOF_HUMAN,Apolipoprotein F OS=Homo sapiens GN=APOF PE=1 SV=2,0.0933,NaN,NaN,NaN,NaN,NaN,1
6644_GDC_HUMAN,Graves disease carrier protein OS=Homo sapiens GN=SLC25A16 PE=1 SV=3,NaN,NaN,NaN,NaN,NaN,0.0273,1
1049_ARGI1_HUMAN,Arginase-1 OS=Homo sapiens GN=ARG1 PE=1 SV=2,NaN,NaN,NaN,0.1639,NaN,NaN,1
19070_WFS1_HUMAN,Wolframin OS=Homo sapiens GN=WFS1 PE=1 SV=2,3.9579,NaN,NaN,NaN,NaN,NaN,1
