protein.Accession,protein.Description,1 None,2 None,3 None,1 TGFB,2 TGFB,3 TGFB
Q00169,Phosphatidylinositol transfer protein alpha isoform OS=Homo sapiens GN=PITPNA PE=1 SV=2,,86.4042,,148.083,137.4642,100.4937
Q9UP83,Conserved oligomeric Golgi complex subunit 5 OS=Homo sapiens GN=COG5 PE=1 SV=3,,136.0263,260.2974,156.7701,111.7803,
Q9Y4C2,Protein FAM115A OS=Homo sapiens GN=FAM115A PE=1 SV=3,,46.6209,180.1872,225.9777,,93.0828
Q9BVG4,UPF0368 protein Cxorf26 OS=Homo sapiens GN=CXorf26 PE=1 SV=1,,32.6925,199.794,124.5366,,62.2539
Q9UIG0,Tyrosine-protein kinase BAZ1B OS=Homo sapiens GN=BAZ1B PE=1 SV=2,,311.8659,517.8381,190.671,205.3806,
P62875,DNA-directed RNA polymerases I_ II_ and III subunit RPABC5 OS=Homo sapiens GN=POLR2L PE=1 SV=1,,18.093,587.7093,102.9978,,47.3658
Q15005,Signal peptidase complex subunit 2 OS=Homo sapiens GN=SPCS2 PE=1 SV=3,91.983,,656.8797,382.0164,,145.8168
P08473,Neprilysin OS=Homo sapiens GN=MME PE=1 SV=2,,40.086,206.442,90.6417,90.0993,
P51178,1-phosphatidylinositol 4_5-bisphosphate phosphodiesterase delta-1 OS=Homo sapiens GN=PLCD1 PE=1 SV=2,,,209.079,55.3767,240.7281,31.8681
Q96JJ3,Engulfment and cell motility protein 2 OS=Homo sapiens GN=ELMO2 PE=1 SV=2,44.6793,38.4135,,53.8353,48.8388,
P0C7P4,Putative cytochrome b-c1 complex subunit Rieske-like protein 1 OS=Homo sapiens GN=UQCRFS1P1 PE=5 SV=1,,64.4004,240.9861,407.8017,11.0373,
Q5BKZ1,DBIRD complex subunit ZNF326 OS=Homo sapiens GN=ZNF326 PE=1 SV=2,,,104.8482,78.9756,59.3937,36.1494
O60684,Importin subunit alpha-7 OS=Homo sapiens GN=KPNA6 PE=1 SV=1,,50.9034,259.1229,74.1513,89.7516,
Q5VTU8,ATP synthase subunit epsilon-like protein_ mitochondrial OS=Homo sapiens GN=ATP5EP2 PE=1 SV=1,102.7278,199.9455,,,216.0426,71.805
Q13442,28 kDa heat- and acid-stable phosphoprotein OS=Homo sapiens GN=PDAP1 PE=1 SV=1,,65.4513,,217.7505,71.9682,34.5342
P19174,1-phosphatidylinositol 4_5-bisphosphate phosphodiesterase gamma-1 OS=Homo sapiens GN=PLCG1 PE=1 SV=1,,94.5855,,300.3756,156.7845,182.7207
Q9H3Z4,DnaJ homolog subfamily C member 5 OS=Homo sapiens GN=DNAJC5 PE=1 SV=1,,80.2659,,108.897,61.3131,100.6323
P32321,Deoxycytidylate deaminase OS=Homo sapiens GN=DCTD PE=1 SV=2,,105.4455,228.4461,83.4744,,100.9779
Q9UPT9,Ubiquitin carboxyl-terminal hydrolase 22 OS=Homo sapiens GN=USP22 PE=1 SV=2,,63.7392,122.3484,92.481,38.487,
Q9H910,Hematological and neurological expressed 1-like protein OS=Homo sapiens GN=HN1L PE=1 SV=1,,22.3452,302.757,213.2367,95.5725,
Q9BSB4,Autophagy-related protein 101 OS=Homo sapiens GN=ATG101 PE=1 SV=1,,29.3358,,142.6665,62.0154,21.138
Q9GZV4,Eukaryotic translation initiation factor 5A-2 OS=Homo sapiens GN=EIF5A2 PE=1 SV=3,,32.2455,,89.0841,22.6098,9.9087
O15084,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A OS=Homo sapiens GN=ANKRD28 PE=1 SV=5,,169.7361,304.8453,212.4378,,86.5236
P82663,28S ribosomal protein S25_ mitochondrial OS=Homo sapiens GN=MRPS25 PE=1 SV=1,,,265.6038,246.1647,99.9816,33.6291
Q8NHP8,Putative phospholipase B-like 2 OS=Homo sapiens GN=PLBD2 PE=1 SV=2,,120.9324,737.7831,201.0702,,32.8869
P48739,Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens GN=PITPNB PE=1 SV=2,,160.5711,1021.4772,101.2716,106.3266,
Q03701,CCAAT/enhancer-binding protein zeta OS=Homo sapiens GN=CEBPZ PE=1 SV=3,,,382.1526,153.9462,204.0735,47.5962
P08631,Tyrosine-protein kinase HCK OS=Homo sapiens GN=HCK PE=1 SV=5,,61.0851,53.34,,34.0224,49.9422
Q8NCM8,Cytoplasmic dynein 2 heavy chain 1 OS=Homo sapiens GN=DYNC2H1 PE=1 SV=4,378.5817,,4744.374,608.8518,279.4419,
P84090,Enhancer of rudimentary homolog OS=Homo sapiens GN=ERH PE=1 SV=1,,66.0273,,213.3321,239.8443,134.2572
Q13630,GDP-L-fucose synthase OS=Homo sapiens GN=TSTA3 PE=1 SV=1,,54.024,175.0146,,34.4172,39.6309
P00846,ATP synthase subunit a OS=Homo sapiens GN=MT-ATP6 PE=1 SV=1,119.9829,366.4368,662.9331,,236.0994,
P13984,General transcription factor IIF subunit 2 OS=Homo sapiens GN=GTF2F2 PE=1 SV=2,,49.7337,,104.031,47.8965,48.5952
P21108,Ribose-phosphate pyrophosphokinase 3 OS=Homo sapiens GN=PRPS1L1 PE=1 SV=2,,71.0856,,428.049,31.983,46.6869
Q9BU23,Lipase maturation factor 2 OS=Homo sapiens GN=LMF2 PE=1 SV=2,123.1959,,866.2584,359.8818,,161.4837
Q9H1B7,Interferon regulatory factor 2-binding protein-like OS=Homo sapiens GN=IRF2BPL PE=1 SV=1,165.363,,299.6628,,66.3474,43.4253
O95232,Luc7-like protein 3 OS=Homo sapiens GN=LUC7L3 PE=1 SV=2,105.0384,,,76.3488,113.1411,91.9827
O15126,Secretory carrier-associated membrane protein 1 OS=Homo sapiens GN=SCAMP1 PE=1 SV=2,,36.519,141.0471,,121.899,28.0881
Q8N9N7,Leucine-rich repeat-containing protein 57 OS=Homo sapiens GN=LRRC57 PE=1 SV=1,,,213.5967,26.8938,69.2583,60.3999
Q9NRP0,Oligosaccharyltransferase complex subunit OSTC OS=Homo sapiens GN=OSTC PE=1 SV=1,,261.342,367.6722,55.7337,,331.5912
Q309B1,Tripartite motif-containing protein 16-like protein OS=Homo sapiens GN=TRIM16L PE=2 SV=3,124.5306,,205.6416,39.6717,9.0153,
P35555,Fibrillin-1 OS=Homo sapiens GN=FBN1 PE=1 SV=3,149.5446,,,459.5553,361.9374,207.7482
P08134,Rho-related GTP-binding protein RhoC OS=Homo sapiens GN=RHOC PE=1 SV=1,,128.2005,594.0369,,92.148,151.7844
Q9H3K6,BolA-like protein 2 OS=Homo sapiens GN=BOLA2 PE=1 SV=1,,40.9626,,121.5258,93.0729,52.3914
P43155,Carnitine O-acetyltransferase OS=Homo sapiens GN=CRAT PE=1 SV=5,,242.7234,,253.2579,75.3642,38.7471
Q8WW59,SPRY domain-containing protein 4 OS=Homo sapiens GN=SPRYD4 PE=1 SV=2,31.3263,50.6799,76.4544,156.345,,
P98175,RNA-binding protein 10 OS=Homo sapiens GN=RBM10 PE=1 SV=3,,23.2227,,68.8275,33.219,17.0568
P11274,Breakpoint cluster region protein OS=Homo sapiens GN=BCR PE=1 SV=2,,78.63,265.0644,,69.3816,33.7377
Q01081,Splicing factor U2AF 35 kDa subunit OS=Homo sapiens GN=U2AF1 PE=1 SV=3,130.9986,144.5226,,346.4325,174.3894,
Q9UHL0,ATP-dependent RNA helicase DDX25 OS=Homo sapiens GN=DDX25 PE=1 SV=2,,28.2642,,10.0365,95.928,16.4049
Q6T310,Ras-like protein family member 11A OS=Homo sapiens GN=RASL11A PE=2 SV=1,281.6739,,475.3788,99.0654,,152.304
P82673,28S ribosomal protein S35_ mitochondrial OS=Homo sapiens GN=MRPS35 PE=1 SV=1,,60.7689,,156.114,85.9074,88.6671
P82675,28S ribosomal protein S5_ mitochondrial OS=Homo sapiens GN=MRPS5 PE=1 SV=2,,75.8799,62.4765,184.1043,29.7825,
Q68E01,Integrator complex subunit 3 OS=Homo sapiens GN=INTS3 PE=1 SV=1,,66.8097,,80.9418,45.2256,52.2705
Q8ND24,RING finger protein 214 OS=Homo sapiens GN=RNF214 PE=1 SV=2,33.4014,,325.3374,,17.0241,9.882
Q6EMK4,Vasorin OS=Homo sapiens GN=VASN PE=1 SV=1,,27.4437,,37.3392,41.3118,34.0323
P14174,Macrophage migration inhibitory factor OS=Homo sapiens GN=MIF PE=1 SV=4,,219.1974,1031.6748,,179.7888,271.6023
Q9NR50,Translation initiation factor eIF-2B subunit gamma OS=Homo sapiens GN=EIF2B3 PE=1 SV=1,,57.6477,,139.9074,56.292,33.2862
Q5JVF3,PCI domain-containing protein 2 OS=Homo sapiens GN=PCID2 PE=1 SV=2,,20.3829,,83.0649,42.6831,30.1824
Q9BPW8,Protein NipSnap homolog 1 OS=Homo sapiens GN=NIPSNAP1 PE=1 SV=1,98.2398,106.9314,,103.8786,143.6712,
Q9H2D1,Mitochondrial folate transporter/carrier OS=Homo sapiens GN=SLC25A32 PE=1 SV=2,,,159.8796,128.7684,10.356,35.9511
O14530,Thioredoxin domain-containing protein 9 OS=Homo sapiens GN=TXNDC9 PE=1 SV=2,,127.9941,,126.4719,115.8942,57.4866
Q07021,Complement component 1 Q subcomponent-binding protein_ mitochondrial OS=Homo sapiens GN=C1QBP PE=1 SV=1,39.2694,,,146.5818,103.6074,87.8721
P0DJJ0,SLIT-ROBO Rho GTPase-activating protein 2C OS=Homo sapiens GN=SRGAP2C PE=1 SV=1,,,20.9085,5.1063,5.9829,14.4312
Q96BY6,Dedicator of cytokinesis protein 10 OS=Homo sapiens GN=DOCK10 PE=1 SV=3,,96.1803,,253.9908,75.7077,95.622
Q9BTY7,Protein FAM203A OS=Homo sapiens GN=FAM203A PE=1 SV=1,,,55.3908,138.5076,44.0202,18.3873
Q8IZ69,tRNA (uracil-5-)-methyltransferase homolog A OS=Homo sapiens GN=TRMT2A PE=1 SV=2,39.7632,32.4063,157.9662,,,218.8908
Q15113,Procollagen C-endopeptidase enhancer 1 OS=Homo sapiens GN=PCOLCE PE=1 SV=2,46.3803,,,58.2435,54.7323,42.0867
Q9Y303,Putative N-acetylglucosamine-6-phosphate deacetylase OS=Homo sapiens GN=AMDHD2 PE=1 SV=2,,,460.041,27.1155,10.8105,37.8756
Q4L180,Filamin A-interacting protein 1-like OS=Homo sapiens GN=FILIP1L PE=1 SV=2,,,1145.1486,946.9437,135.3087,50.7651
Q8TB61,Adenosine 3'-phospho 5'-phosphosulfate transporter 1 OS=Homo sapiens GN=SLC35B2 PE=1 SV=1,48.3348,,96.5295,83.5731,,38.7801
O43852,Calumenin OS=Homo sapiens GN=CALU PE=1 SV=2,119.8737,,,457.1397,69.3615,73.0098
Q6PJT7,Zinc finger CCCH domain-containing protein 14 OS=Homo sapiens GN=ZC3H14 PE=1 SV=1,,28.2999,92.3688,49.8291,,48.4242
P15924,Desmoplakin OS=Homo sapiens GN=DSP PE=1 SV=3,316.62,133.2399,,289.3254,228.603,
P53041,Serine/threonine-protein phosphatase 5 OS=Homo sapiens GN=PPP5C PE=1 SV=1,,78.7152,1074.0327,243.9399,,153.6969
P06239,Tyrosine-protein kinase Lck OS=Homo sapiens GN=LCK PE=1 SV=6,,18.7722,664.8276,,7.2894,10.8345
P51812,Ribosomal protein S6 kinase alpha-3 OS=Homo sapiens GN=RPS6KA3 PE=1 SV=1,,62.1801,326.9784,62.892,,51.8673
Q9BXB4,Oxysterol-binding protein-related protein 11 OS=Homo sapiens GN=OSBPL11 PE=1 SV=2,,,174.6966,75.6903,43.1889,49.7934
Q9H930,Nuclear body protein SP140-like protein OS=Homo sapiens GN=SP140L PE=2 SV=3,,67.1094,,127.2546,54.5829,22.638
O15484,Calpain-5 OS=Homo sapiens GN=CAPN5 PE=1 SV=2,29.2185,,,52.1433,51.8433,44.2608
Q9BY77,Polymerase delta-interacting protein 3 OS=Homo sapiens GN=POLDIP3 PE=1 SV=2,,80.7957,346.0092,189.6162,,131.3133
Q9GZT8,NIF3-like protein 1 OS=Homo sapiens GN=NIF3L1 PE=1 SV=2,,34.8525,228.7089,158.4621,,29.9484
Q9Y5X3,Sorting nexin-5 OS=Homo sapiens GN=SNX5 PE=1 SV=1,,40.9683,104.4888,,65.3514,88.9686
P16104,Histone H2A.x OS=Homo sapiens GN=H2AFX PE=1 SV=2,,1250.7558,4557.711,1260.7317,,916.7205
Q9UDY4,DnaJ homolog subfamily B member 4 OS=Homo sapiens GN=DNAJB4 PE=1 SV=1,,41.4015,,146.6436,32.3526,41.589
Q96A72,Protein mago nashi homolog 2 OS=Homo sapiens GN=MAGOHB PE=1 SV=1,,,963.6108,277.2306,156.1782,137.0613
Q9UBX3,Mitochondrial dicarboxylate carrier OS=Homo sapiens GN=SLC25A10 PE=1 SV=2,,61.347,85.1262,,115.8363,27.4845
Q9NR28,Diablo homolog_ mitochondrial OS=Homo sapiens GN=DIABLO PE=1 SV=1,,,190.1337,179.8209,55.8267,49.5273
Q9H6Z4,Ran-binding protein 3 OS=Homo sapiens GN=RANBP3 PE=1 SV=1,,66.8247,259.0206,145.1715,,22.0305
O00178,GTP-binding protein 1 OS=Homo sapiens GN=GTPBP1 PE=1 SV=3,,48.0996,124.4322,143.8134,65.5098,
Q15287,RNA-binding protein with serine-rich domain 1 OS=Homo sapiens GN=RNPS1 PE=1 SV=1,,52.7706,,85.41,66.8094,19.4439
Q96DU9,Polyadenylate-binding protein 5 OS=Homo sapiens GN=PABPC5 PE=1 SV=1,,78.9477,142.8396,1053.0438,585.1314,
Q9UQM7,Calcium/calmodulin-dependent protein kinase type II subunit alpha OS=Homo sapiens GN=CAMK2A PE=1 SV=2,,3.2418,154.5873,330.3042,204.8235,
Q5VWZ2,Lysophospholipase-like protein 1 OS=Homo sapiens GN=LYPLAL1 PE=1 SV=3,,21.8916,199.4436,88.557,,93.8268
Q96K76,Ubiquitin carboxyl-terminal hydrolase 47 OS=Homo sapiens GN=USP47 PE=1 SV=3,66.1362,102.6336,549.4038,56.4915,,
Q9NQ39,Putative 40S ribosomal protein S10-like OS=Homo sapiens GN=RPS10P5 PE=5 SV=1,,2.9412,8.6166,10.3218,1.8756,
Q9NVH1,DnaJ homolog subfamily C member 11 OS=Homo sapiens GN=DNAJC11 PE=1 SV=2,9.1206,,,32.4213,46.6515,37.6404
O15031,Plexin-B2 OS=Homo sapiens GN=PLXNB2 PE=1 SV=3,,,389.907,211.7418,78.5988,196.1883
P06753,Tropomyosin alpha-3 chain OS=Homo sapiens GN=TPM3 PE=1 SV=1,680.2176,,898.8843,491.1888,,322.4433
Q12904,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens GN=AIMP1 PE=1 SV=2,,219.2502,652.9266,,324.2214,188.6235
P38405,Guanine nucleotide-binding protein G(olf) subunit alpha OS=Homo sapiens GN=GNAL PE=1 SV=1,,10.0458,68.0955,22.863,27.4002,
Q9P032,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4 OS=Homo sapiens GN=NDUFAF4 PE=1 SV=1,,,1758.0525,177.6975,36.3702,39.4719
Q13228,Selenium-binding protein 1 OS=Homo sapiens GN=SELENBP1 PE=1 SV=2,67.6056,,,129.0879,53.7279,24.75
Q9UBI6,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 OS=Homo sapiens GN=GNG12 PE=1 SV=3,,162.255,,406.1556,120.4827,167.7915
Q15052,Rho guanine nucleotide exchange factor 6 OS=Homo sapiens GN=ARHGEF6 PE=1 SV=2,,43.8267,175.8063,,18.3024,650.2572
Q12873,Chromodomain-helicase-DNA-binding protein 3 OS=Homo sapiens GN=CHD3 PE=1 SV=3,,,325.0008,772.1145,55.482,57.2964
Q9HBI1,Beta-parvin OS=Homo sapiens GN=PARVB PE=1 SV=1,96.3948,68.019,49.1694,40.44,,
P09622,Dihydrolipoyl dehydrogenase_ mitochondrial OS=Homo sapiens GN=DLD PE=1 SV=2,,121.4385,674.0895,389.721,,146.6865
P78386,Keratin_ type II cuticular Hb5 OS=Homo sapiens GN=KRT85 PE=1 SV=1,,4.0119,,85.6713,28.4412,6.5223
P78385,Keratin_ type II cuticular Hb3 OS=Homo sapiens GN=KRT83 PE=1 SV=2,,6.2049,37.3881,10.2573,6.0501,
Q86W42,THO complex subunit 6 homolog OS=Homo sapiens GN=THOC6 PE=1 SV=1,,11.4459,230.2257,92.5434,56.4063,
O15213,WD repeat-containing protein 46 OS=Homo sapiens GN=WDR46 PE=1 SV=3,,27.2328,,90.4323,52.0626,46.8408
Q9H3N1,Thioredoxin-related transmembrane protein 1 OS=Homo sapiens GN=TMX1 PE=1 SV=1,92.2935,124.0752,,,93.3081,128.5938
Q9Y385,Ubiquitin-conjugating enzyme E2 J1 OS=Homo sapiens GN=UBE2J1 PE=1 SV=2,,17.8581,,52.0401,19.4199,23.3697
Q14232,Translation initiation factor eIF-2B subunit alpha OS=Homo sapiens GN=EIF2B1 PE=1 SV=1,,,366.2844,112.7817,67.3752,14.1012
O75879,Glutamyl-tRNA(Gln) amidotransferase subunit B_ mitochondrial OS=Homo sapiens GN=PET112 PE=1 SV=1,32.5545,,181.0815,91.3131,,56.7096
P53582,Methionine aminopeptidase 1 OS=Homo sapiens GN=METAP1 PE=1 SV=2,125.4639,,202.4679,127.7745,,45.615
Q9Y4R8,Telomere length regulation protein TEL2 homolog OS=Homo sapiens GN=TELO2 PE=1 SV=2,117.159,,,119.6433,60.6603,43.461
Q6P2C8,Mediator of RNA polymerase II transcription subunit 27 OS=Homo sapiens GN=MED27 PE=1 SV=1,351.2112,,406.9461,71.8422,36.4398,
Q5HYI8,Rab-like protein 3 OS=Homo sapiens GN=RABL3 PE=1 SV=1,,48.4914,,155.6076,42.3867,23.2296
P08579,U2 small nuclear ribonucleoprotein B'' OS=Homo sapiens GN=SNRPB2 PE=1 SV=1,,10.9404,427.152,,30.5598,96.8373
Q96P11,Putative methyltransferase NSUN5 OS=Homo sapiens GN=NSUN5 PE=1 SV=2,,,154.2783,65.0196,38.9565,129.1104
Q15428,Splicing factor 3A subunit 2 OS=Homo sapiens GN=SF3A2 PE=1 SV=2,,61.4451,586.7229,885.6669,,123.5505
Q9Y320,Thioredoxin-related transmembrane protein 2 OS=Homo sapiens GN=TMX2 PE=1 SV=1,,33.1629,82.4385,,57.6792,50.3895
Q99653,Calcineurin B homologous protein 1 OS=Homo sapiens GN=CHP1 PE=1 SV=3,36.4029,,430.5405,50.6499,,98.1858
P05997,Collagen alpha-2(V) chain OS=Homo sapiens GN=COL5A2 PE=1 SV=3,,73.8624,,346.2432,86.7408,93.8901
P11488,Guanine nucleotide-binding protein G(t) subunit alpha-1 OS=Homo sapiens GN=GNAT1 PE=1 SV=5,,15.7287,372.1035,708.2736,24.0357,
O43252,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 OS=Homo sapiens GN=PAPSS1 PE=1 SV=2,,36.6873,230.7006,,89.5338,116.2743
P13798,Acylamino-acid-releasing enzyme OS=Homo sapiens GN=APEH PE=1 SV=4,,69.9048,236.6475,125.1093,70.9884,
P36543,V-type proton ATPase subunit E 1 OS=Homo sapiens GN=ATP6V1E1 PE=1 SV=1,,40.6422,,270.9768,116.3616,143.2149
Q5BJD5,Transmembrane protein 41B OS=Homo sapiens GN=TMEM41B PE=1 SV=1,56.5659,,401.877,162.915,,66.6633
Q9Y2L1,Exosome complex exonuclease RRP44 OS=Homo sapiens GN=DIS3 PE=1 SV=2,18.6822,,207.7926,173.2893,,55.0191
O95239,Chromosome-associated kinesin KIF4A OS=Homo sapiens GN=KIF4A PE=1 SV=3,,,152.9274,105.5598,342.1551,99.0222
O95674,Phosphatidate cytidylyltransferase 2 OS=Homo sapiens GN=CDS2 PE=1 SV=1,,36.6399,211.4325,,58.1082,50.259
Q16630,Cleavage and polyadenylation specificity factor subunit 6 OS=Homo sapiens GN=CPSF6 PE=1 SV=2,,61.2135,,60.1866,96.3972,27.5412
Q9UNN5,FAS-associated factor 1 OS=Homo sapiens GN=FAF1 PE=1 SV=2,,30.3204,113.0868,95.1699,36.5028,
Q9NQ29,Putative RNA-binding protein Luc7-like 1 OS=Homo sapiens GN=LUC7L PE=1 SV=1,,,17.763,44.8344,97.0788,17.8332
Q9BVS4,Serine/threonine-protein kinase RIO2 OS=Homo sapiens GN=RIOK2 PE=1 SV=2,,62.9265,,65.3709,54.9036,26.4987
O15027,Protein transport protein Sec16A OS=Homo sapiens GN=SEC16A PE=1 SV=3,,47.7216,,164.2269,79.4706,51.8889
O15020,Spectrin beta chain_ non-erythrocytic 2 OS=Homo sapiens GN=SPTBN2 PE=1 SV=3,270.3831,87.1974,,,91.1925,158.679
P38435,Vitamin K-dependent gamma-carboxylase OS=Homo sapiens GN=GGCX PE=1 SV=2,44.5086,,191.4405,324.6966,63.1578,
Q6P582,Mitotic-spindle organizing protein 2A OS=Homo sapiens GN=MZT2A PE=1 SV=2,,31.4727,118.914,75.9261,,51.8883
Q04206,Transcription factor p65 OS=Homo sapiens GN=RELA PE=1 SV=2,102.1773,,532.4799,297.0069,,109.0707
Q7Z3J2,UPF0505 protein C16orf62 OS=Homo sapiens GN=C16orf62 PE=1 SV=2,,297.7959,152.8767,107.0163,,34.1163
P0DJD0,RANBP2-like and GRIP domain-containing protein 1 OS=Homo sapiens GN=RGPD1 PE=2 SV=1,,32.6934,45.7095,,321.5685,4.8798
Q00653,Nuclear factor NF-kappa-B p100 subunit OS=Homo sapiens GN=NFKB2 PE=1 SV=4,23.6427,55.1202,,291.2607,118.0398,
Q96SB4,SRSF protein kinase 1 OS=Homo sapiens GN=SRPK1 PE=1 SV=2,,,140.7684,190.4184,277.443,59.3658
Q96AX2,Ras-related protein Rab-37 OS=Homo sapiens GN=RAB37 PE=1 SV=3,6.705,,,33.0681,115.6149,37.6263
P24385,G1/S-specific cyclin-D1 OS=Homo sapiens GN=CCND1 PE=1 SV=1,,41.349,,101.1024,81.291,54.2769
P43246,DNA mismatch repair protein Msh2 OS=Homo sapiens GN=MSH2 PE=1 SV=1,,,168.5235,92.4309,66.5676,37.2798
O60476,Mannosyl-oligosaccharide 1_2-alpha-mannosidase IB OS=Homo sapiens GN=MAN1A2 PE=2 SV=1,77.7957,111.5106,312.5811,,,68.6058
Q9UHY8,Fasciculation and elongation protein zeta-2 OS=Homo sapiens GN=FEZ2 PE=1 SV=2,,36.6087,,143.2794,108.0903,82.2714
Q8NBL1,Protein O-glucosyltransferase 1 OS=Homo sapiens GN=POGLUT1 PE=1 SV=1,64.7616,,,36.798,110.2146,46.4565
P09769,Tyrosine-protein kinase Fgr OS=Homo sapiens GN=FGR PE=1 SV=2,,5.2392,35.8578,,22.6695,5.6088
Q9NTI5,Sister chromatid cohesion protein PDS5 homolog B OS=Homo sapiens GN=PDS5B PE=1 SV=1,,75.8499,282.2649,120.2394,92.8269,
P23497,Nuclear autoantigen Sp-100 OS=Homo sapiens GN=SP100 PE=1 SV=3,,26.9925,,83.6973,43.0305,35.2104
Q14554,Protein disulfide-isomerase A5 OS=Homo sapiens GN=PDIA5 PE=1 SV=1,,69.6165,717.0882,95.0421,63.3288,
Q9H074,Polyadenylate-binding protein-interacting protein 1 OS=Homo sapiens GN=PAIP1 PE=1 SV=1,,68.4111,240.0822,,38.118,18.0444
Q4G0X4,BTB/POZ domain-containing protein KCTD21 OS=Homo sapiens GN=KCTD21 PE=2 SV=1,19.1916,,153.6075,78.1548,,42.5259
Q9GZZ9,Ubiquitin-like modifier-activating enzyme 5 OS=Homo sapiens GN=UBA5 PE=1 SV=1,,,251.1096,145.8912,105.2676,34.5015
Q99700,Ataxin-2 OS=Homo sapiens GN=ATXN2 PE=1 SV=2,,,430.6698,312.4038,151.0161,66.6747
Q05209,Tyrosine-protein phosphatase non-receptor type 12 OS=Homo sapiens GN=PTPN12 PE=1 SV=3,,34.0266,,229.6053,68.8641,53.5245
Q53FA7,Quinone oxidoreductase PIG3 OS=Homo sapiens GN=TP53I3 PE=1 SV=2,64.4325,,78.1095,,118.1349,51.1524
P15153,Ras-related C3 botulinum toxin substrate 2 OS=Homo sapiens GN=RAC2 PE=1 SV=1,,33.825,114.2436,62.9118,86.0946,
Q04727,Transducin-like enhancer protein 4 OS=Homo sapiens GN=TLE4 PE=1 SV=3,29.7249,51.1365,245.8863,67.8498,,
P81605,Dermcidin OS=Homo sapiens GN=DCD PE=1 SV=2,364.4469,186.4782,,234.7431,127.9371,
Q9P0U1,Mitochondrial import receptor subunit TOM7 homolog OS=Homo sapiens GN=TOMM7 PE=1 SV=1,,,259.4724,152.7576,50.0229,54.258
P20338,Ras-related protein Rab-4A OS=Homo sapiens GN=RAB4A PE=1 SV=2,32.4552,,359.1303,71.4771,,19.4958
Q9BRJ7,Protein syndesmos OS=Homo sapiens GN=NUDT16L1 PE=1 SV=1,61.0611,,305.9286,153.1725,70.9791,
Q9NVN3,Synembryn-B OS=Homo sapiens GN=RIC8B PE=1 SV=2,,40.3401,26.5788,129.3228,,19.7829
Q5TZF3,Ankyrin repeat domain-containing protein 45 OS=Homo sapiens GN=ANKRD45 PE=2 SV=1,,32.217,1148.2143,337.935,104.4183,
Q15555,Microtubule-associated protein RP/EB family member 2 OS=Homo sapiens GN=MAPRE2 PE=1 SV=1,,30.5154,144.1407,41.6394,,24.7944
Q9UBY9,Heat shock protein beta-7 OS=Homo sapiens GN=HSPB7 PE=1 SV=1,,38.6742,665.5194,253.9338,,52.203
Q06546,GA-binding protein alpha chain OS=Homo sapiens GN=GABPA PE=1 SV=1,,40.6635,,190.2768,67.9998,53.3385
O15160,DNA-directed RNA polymerases I and III subunit RPAC1 OS=Homo sapiens GN=POLR1C PE=1 SV=1,,41.544,219.2811,110.6517,67.8705,
Q8WWC4,Uncharacterized protein C2orf47_ mitochondrial OS=Homo sapiens GN=C2orf47 PE=1 SV=1,,27.7083,110.4405,139.6563,16.4358,
Q8NHH9,Atlastin-2 OS=Homo sapiens GN=ATL2 PE=1 SV=2,,,97.698,61.6632,39.5169,28.662
Q04941,Proteolipid protein 2 OS=Homo sapiens GN=PLP2 PE=1 SV=1,557.4084,344.0922,,,172.2105,130.9224
P52294,Importin subunit alpha-1 OS=Homo sapiens GN=KPNA1 PE=1 SV=3,,3.0159,151.9137,27.0783,,68.7678
Q9H832,Ubiquitin-conjugating enzyme E2 Z OS=Homo sapiens GN=UBE2Z PE=1 SV=2,170.7063,108.5826,,162.7578,91.0587,
Q96TA2,ATP-dependent zinc metalloprotease YME1L1 OS=Homo sapiens GN=YME1L1 PE=1 SV=2,,91.7307,,203.7507,168.7182,190.9029
Q9UKN8,General transcription factor 3C polypeptide 4 OS=Homo sapiens GN=GTF3C4 PE=1 SV=2,,612.153,,339.8256,361.4775,282.3993
Q09328,Alpha-1_6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A OS=Homo sapiens GN=MGAT5 PE=1 SV=1,,55.9545,177.1308,104.3328,79.9839,
P83111,Serine beta-lactamase-like protein LACTB_ mitochondrial OS=Homo sapiens GN=LACTB PE=1 SV=2,47.2725,28.6317,,130.1394,192.9699,
A6NL28,Putative tropomyosin alpha-3 chain-like protein OS=Homo sapiens PE=5 SV=2,117.5628,92.5743,623.9658,,149.9499,
Q8WZ82,Ovarian cancer-associated gene 2 protein OS=Homo sapiens GN=OVCA2 PE=1 SV=1,,46.8591,168.9729,113.8911,,97.8378
P09486,SPARC OS=Homo sapiens GN=SPARC PE=1 SV=1,151.7064,56.0238,,90.2814,,40.3092
O43264,Centromere/kinetochore protein zw10 homolog OS=Homo sapiens GN=ZW10 PE=1 SV=3,,140.2821,,308.7885,119.3661,109.7334
Q14696,LDLR chaperone MESD OS=Homo sapiens GN=MESDC2 PE=1 SV=2,,59.3607,265.2396,158.4144,,78.8163
